panID	best_hit_s288c	type	Note
7261-YOR303W	YOR303W	ORF based on ref genome	
7262-YOR304C-A	YOR304C-A	ORF based on ref genome	
7263-YOR304W	YOR304W	ORF based on ref genome	
7264-YOR305W	YOR305W	ORF based on ref genome	
7265-YOR306C	YOR306C	ORF based on ref genome	
7266-YOR307C	YOR307C	ORF based on ref genome	
7267-YOR308C	YOR308C	ORF based on ref genome	
7268-YOR309C	YOR309C	ORF based on ref genome	
7269-YOR310C	YOR310C	ORF based on ref genome	
7270-YOR311C	YOR311C	ORF based on ref genome	
7271-YOR312C	YOR312C	ORF based on ref genome	
7272-YOR313C	YOR313C	ORF based on ref genome	
7273-YOR314W	YOR314W	ORF based on ref genome	
7274-YOR314W-A	YOR314W-A	ORF based on ref genome	
7275-YOR315W	YOR315W	ORF based on ref genome	
7276-YOR316C	YOR316C	ORF based on ref genome	
7277-YOR316C-A	YOR316C-A	ORF based on ref genome	
7278-YOR317W	YOR317W	ORF based on ref genome	
7279-YOR318C	YOR318C	ORF based on ref genome	
7280-YOR319W	YOR319W	ORF based on ref genome	
7281-YOR320C	YOR320C	ORF based on ref genome	
7282-YOR321W	YOR321W	ORF based on ref genome	
7283-YOR322C	YOR322C	ORF based on ref genome	
7284-YOR323C	YOR323C	ORF based on ref genome	
7285-YOR324C_NumOfGenes_2	YOR324C	ORF based on ref genome	
7286-YOR326W	YOR326W	ORF based on ref genome	
7287-YOR327C	YOR327C	ORF based on ref genome	
7288-YOR328W	YOR328W	ORF based on ref genome	
7289-YOR329C	YOR329C	ORF based on ref genome	
7290-YOR329W-A	YOR329W-A	ORF based on ref genome	
7291-YOR330C	YOR330C	ORF based on ref genome	
7292-YOR332W_NumOfGenes_2	YOR332W	ORF based on ref genome	
7293-YOR334W_NumOfGenes_2	YOR334W	ORF based on ref genome	
7294-YOR335C_NumOfGenes_2	YOR335C	ORF based on ref genome	
7295-YOR336W	YOR336W	ORF based on ref genome	
7296-YOR337W	YOR337W	ORF based on ref genome	
7297-YOR338W	YOR338W	ORF based on ref genome	
7298-YOR339C	YOR339C	ORF based on ref genome	
7299-YOR340C	YOR340C	ORF based on ref genome	
7300-YOR341W	YOR341W	ORF based on ref genome	
7301-YOR342C	YOR342C	ORF based on ref genome	
7302-YOR343C	YOR343C	ORF based on ref genome	
7303-YOR344C	YOR344C	ORF based on ref genome	
7304-YOR346W_NumOfGenes_2	YOR346W	ORF based on ref genome	
7305-YOR347C	YOR347C	ORF based on ref genome	
7306-YOR348C	YOR348C	ORF based on ref genome	
7307-YOR349W	YOR349W	ORF based on ref genome	
7308-YOR350C	YOR350C	ORF based on ref genome	
7309-YOR351C	YOR351C	ORF based on ref genome	
7310-YOR352W	YOR352W	ORF based on ref genome	
7311-YOR353C	YOR353C	ORF based on ref genome	
7312-YOR354C	YOR354C	ORF based on ref genome	
7313-YOR355W	YOR355W	ORF based on ref genome	
7314-YOR356W	YOR356W	ORF based on ref genome	
7315-YOR357C	YOR357C	ORF based on ref genome	
7316-YOR358W	YOR358W	ORF based on ref genome	
7317-YOR359W	YOR359W	ORF based on ref genome	
7318-YOR360C	YOR360C	ORF based on ref genome	
7319-YOR361C	YOR361C	ORF based on ref genome	
7320-YOR362C	YOR362C	ORF based on ref genome	
7321-YOR363C	YOR363C	ORF based on ref genome	
7322-YOR365C_NumOfGenes_3	YOR365C	ORF based on ref genome	
7323-YOR367W	YOR367W	ORF based on ref genome	
7324-YOR368W	YOR368W	ORF based on ref genome	
7325-YOR369C	YOR369C	ORF based on ref genome	
7326-YOR370C	YOR370C	ORF based on ref genome	
7327-YOR371C	YOR371C	ORF based on ref genome	
7328-YOR372C	YOR372C	ORF based on ref genome	
7329-YOR373W	YOR373W	ORF based on ref genome	
7330-YOR374W	YOR374W	ORF based on ref genome	
7331-YOR375C	YOR375C	ORF based on ref genome	
7332-YOR376W	YOR376W	ORF based on ref genome	
7333-YOR376W-A	YOR376W-A	ORF based on ref genome	
7334-YOR377W	YOR377W	ORF based on ref genome	
7335-YOR378W_NumOfGenes_2	YOR378W	ORF based on ref genome	
7336-YOR380W	YOR380W	ORF based on ref genome	
7337-YOR381W	YOR381W	ORF based on ref genome	
7338-YOR381W-A	YOR381W-A	ORF based on ref genome	
7339-YOR382W	YOR382W	ORF based on ref genome	
7340-YOR383C_NumOfGenes_2	YOR383C	ORF based on ref genome	
7341-YOR384W	YOR384W	ORF based on ref genome	
7342-YOR385W_NumOfGenes_2	YOR385W	ORF based on ref genome	
7343-YOR386W_NumOfGenes_2	YOR386W	ORF based on ref genome	
7344-YOR387C_NumOfGenes_4	YOR387C	ORF based on ref genome	
7345-YOR388C_NumOfGenes_3	YOR388C	ORF based on ref genome	
7346-YOR389W_NumOfGenes_4	YOR389W	ORF based on ref genome	
7347-YOR392W	YOR392W	ORF based on ref genome	
7348-YOR394C-A	YOR394C-A	ORF based on ref genome	
7349-YOR394W_NumOfGenes_7	YOR394W	ORF based on ref genome	
7350-YPL001W	YPL001W	ORF based on ref genome	
7351-YPL002C	YPL002C	ORF based on ref genome	
7352-YPL003W	YPL003W	ORF based on ref genome	
7353-YPL004C	YPL004C	ORF based on ref genome	
7354-YPL005W	YPL005W	ORF based on ref genome	
7355-YPL006W	YPL006W	ORF based on ref genome	
7356-YPL007C	YPL007C	ORF based on ref genome	
7357-YPL008W	YPL008W	ORF based on ref genome	
7358-YPL009C	YPL009C	ORF based on ref genome	
7359-YPL010W	YPL010W	ORF based on ref genome	
7360-YPL011C	YPL011C	ORF based on ref genome	
7361-YPL012W	YPL012W	ORF based on ref genome	
7362-YPL013C	YPL013C	ORF based on ref genome	
7363-YPL014W	YPL014W	ORF based on ref genome	
7364-YPL015C	YPL015C	ORF based on ref genome	
7365-YPL016W	YPL016W	ORF based on ref genome	
7366-YPL017C	YPL017C	ORF based on ref genome	
7367-YPL018W	YPL018W	ORF based on ref genome	
7368-YPL019C	YPL019C	ORF based on ref genome	
7369-YPL020C	YPL020C	ORF based on ref genome	
7370-YPL021W	YPL021W	ORF based on ref genome	
7371-YPL022W	YPL022W	ORF based on ref genome	
7372-YPL023C	YPL023C	ORF based on ref genome	
7373-YPL024W	YPL024W	ORF based on ref genome	
7374-YPL025C	YPL025C	ORF based on ref genome	
7375-YPL026C	YPL026C	ORF based on ref genome	
7376-YPL027W	YPL027W	ORF based on ref genome	
7377-YPL028W	YPL028W	ORF based on ref genome	
7378-YPL029W	YPL029W	ORF based on ref genome	
7379-YPL030W	YPL030W	ORF based on ref genome	
7380-YPL031C	YPL031C	ORF based on ref genome	
7381-YPL032C	YPL032C	ORF based on ref genome	
7382-YPL033C	YPL033C	ORF based on ref genome	
7383-YPL034W	YPL034W	ORF based on ref genome	
7384-YPL035C	YPL035C	ORF based on ref genome	
7385-YPL036W	YPL036W	ORF based on ref genome	
7386-YPL037C	YPL037C	ORF based on ref genome	
7387-YPL038W	YPL038W	ORF based on ref genome	
7388-YPL038W-A	YPL038W-A	ORF based on ref genome	
7389-YPL039W	YPL039W	ORF based on ref genome	
7390-YPL040C	YPL040C	ORF based on ref genome	
7391-YPL041C	YPL041C	ORF based on ref genome	
7392-YPL042C	YPL042C	ORF based on ref genome	
7393-YPL043W_NumOfGenes_2	YPL043W	ORF based on ref genome	
7394-YPL045W	YPL045W	ORF based on ref genome	
7395-YPL046C	YPL046C	ORF based on ref genome	
7396-YPL047W	YPL047W	ORF based on ref genome	
7397-YPL048W	YPL048W	ORF based on ref genome	
7398-YPL049C	YPL049C	ORF based on ref genome	
7399-YPL050C	YPL050C	ORF based on ref genome	
7400-YPL051W	YPL051W	ORF based on ref genome	
7401-YPL052W	YPL052W	ORF based on ref genome	
7402-YPL053C	YPL053C	ORF based on ref genome	
7403-YPL054W	YPL054W	ORF based on ref genome	
7404-YPL055C	YPL055C	ORF based on ref genome	
7405-YPL056C	YPL056C	ORF based on ref genome	
7406-YPL057C	YPL057C	ORF based on ref genome	
7407-YPL058C	YPL058C	ORF based on ref genome	
7408-YPL059W	YPL059W	ORF based on ref genome	
7409-YPL060W	YPL060W	ORF based on ref genome	
7410-YPL061W	YPL061W	ORF based on ref genome	
7411-YPL062W	YPL062W	ORF based on ref genome	
7412-YPL063W	YPL063W	ORF based on ref genome	
7413-YPL064C	YPL064C	ORF based on ref genome	
7414-YPL065W	YPL065W	ORF based on ref genome	
7415-YPL066W	YPL066W	ORF based on ref genome	
7416-YPL067C	YPL067C	ORF based on ref genome	
7417-YPL068C	YPL068C	ORF based on ref genome	
7418-YPL069C	YPL069C	ORF based on ref genome	
7419-YPL070W	YPL070W	ORF based on ref genome	
7420-YPL071C	YPL071C	ORF based on ref genome	
7421-YPL072W_NumOfGenes_2	YPL072W	ORF based on ref genome	
7422-YPL074W	YPL074W	ORF based on ref genome	
7423-YPL075W	YPL075W	ORF based on ref genome	
7424-YPL076W	YPL076W	ORF based on ref genome	
7425-YPL077C	YPL077C	ORF based on ref genome	
7426-YPL078C	YPL078C	ORF based on ref genome	
7427-YPL079W	YPL079W	ORF based on ref genome	
7428-YPL080C	YPL080C	ORF based on ref genome	
7429-YPL081W	YPL081W	ORF based on ref genome	
7430-YPL082C	YPL082C	ORF based on ref genome	
7431-YPL083C	YPL083C	ORF based on ref genome	
7432-YPL084W	YPL084W	ORF based on ref genome	
7433-YPL085W	YPL085W	ORF based on ref genome	
7434-YPL086C	YPL086C	ORF based on ref genome	
7435-YPL087W	YPL087W	ORF based on ref genome	
7436-YPL088W	YPL088W	ORF based on ref genome	
7437-YPL089C	YPL089C	ORF based on ref genome	
7438-YPL090C	YPL090C	ORF based on ref genome	
7439-YPL091W	YPL091W	ORF based on ref genome	
7440-YPL092W	YPL092W	ORF based on ref genome	
7441-YPL093W	YPL093W	ORF based on ref genome	
7442-YPL094C	YPL094C	ORF based on ref genome	
7443-YPL095C	YPL095C	ORF based on ref genome	
7444-YPL096C-A	YPL096C-A	ORF based on ref genome	
7445-YPL096W	YPL096W	ORF based on ref genome	
7446-YPL097W	YPL097W	ORF based on ref genome	
7447-YPL098C	YPL098C	ORF based on ref genome	
7448-YPL099C	YPL099C	ORF based on ref genome	
7449-YPL100W	YPL100W	ORF based on ref genome	
7450-YPL101W_NumOfGenes_2	YPL101W	ORF based on ref genome	
7451-YPL102C	YPL102C	ORF based on ref genome	
7452-YPL103C_NumOfGenes_2	YPL103C	ORF based on ref genome	
7453-YPL104W_NumOfGenes_2	YPL104W	ORF based on ref genome	
7454-YPL105C_NumOfGenes_2	YPL105C	ORF based on ref genome	
7455-YPL106C_NumOfGenes_2	YPL106C	ORF based on ref genome	
7456-YPL107W_NumOfGenes_2	YPL107W	ORF based on ref genome	
7457-YPL108W_NumOfGenes_2	YPL108W	ORF based on ref genome	
7458-YPL109C_NumOfGenes_2	YPL109C	ORF based on ref genome	
7459-YPL110C	YPL110C	ORF based on ref genome	
7460-YPL111W	YPL111W	ORF based on ref genome	
7461-YPL112C	YPL112C	ORF based on ref genome	
7462-YPL113C_NumOfGenes_2	YPL113C	ORF based on ref genome	
7463-YPL115C	YPL115C	ORF based on ref genome	
7464-YPL116W	YPL116W	ORF based on ref genome	
7465-YPL117C	YPL117C	ORF based on ref genome	
7466-YPL118W	YPL118W	ORF based on ref genome	
7467-YPL119C	YPL119C	ORF based on ref genome	
7468-YPL119C-A	YPL119C-A	ORF based on ref genome	
7469-YPL120W	YPL120W	ORF based on ref genome	
7470-YPL121C	YPL121C	ORF based on ref genome	
7471-YPL122C	YPL122C	ORF based on ref genome	
7472-YPL123C	YPL123C	ORF based on ref genome	
7473-YPL124W	YPL124W	ORF based on ref genome	
7474-YPL125W	YPL125W	ORF based on ref genome	
7475-YPL126W	YPL126W	ORF based on ref genome	
7476-YPL127C	YPL127C	ORF based on ref genome	
7477-YPL128C	YPL128C	ORF based on ref genome	
7478-YPL129W	YPL129W	ORF based on ref genome	
7479-YPL130W	YPL130W	ORF based on ref genome	
7480-YPL131W	YPL131W	ORF based on ref genome	
7481-YPL132W	YPL132W	ORF based on ref genome	
7482-YPL133C	YPL133C	ORF based on ref genome	
7483-YPL134C	YPL134C	ORF based on ref genome	
7484-YPL135W_NumOfGenes_2	YPL135W	ORF based on ref genome	
7485-YPL137C_NumOfGenes_2	YPL137C	ORF based on ref genome	
7486-YPL138C	YPL138C	ORF based on ref genome	
7487-YPL139C	YPL139C	ORF based on ref genome	
7488-YPL140C	YPL140C	ORF based on ref genome	
7489-YPL141C	YPL141C	ORF based on ref genome	
7490-YPL143W_NumOfGenes_2	YPL143W	ORF based on ref genome	
7491-YPL144W	YPL144W	ORF based on ref genome	
7492-YPL145C	YPL145C	ORF based on ref genome	
7493-YPL146C	YPL146C	ORF based on ref genome	
7494-YPL147W	YPL147W	ORF based on ref genome	
7495-YPL148C	YPL148C	ORF based on ref genome	
7496-YPL149W	YPL149W	ORF based on ref genome	
7497-YPL150W	YPL150W	ORF based on ref genome	
7498-YPL151C	YPL151C	ORF based on ref genome	
7499-YPL152W	YPL152W	ORF based on ref genome	
7500-YPL152W-A	YPL152W-A	ORF based on ref genome	
7501-YPL153C	YPL153C	ORF based on ref genome	
7502-YPL154C	YPL154C	ORF based on ref genome	
7503-YPL155C	YPL155C	ORF based on ref genome	
7504-YPL156C	YPL156C	ORF based on ref genome	
7505-YPL157W	YPL157W	ORF based on ref genome	
7506-YPL158C	YPL158C	ORF based on ref genome	
7507-YPL159C	YPL159C	ORF based on ref genome	
7508-YPL160W	YPL160W	ORF based on ref genome	
7509-YPL161C	YPL161C	ORF based on ref genome	
7510-YPL162C	YPL162C	ORF based on ref genome	
7511-YPL163C	YPL163C	ORF based on ref genome	
7512-YPL164C	YPL164C	ORF based on ref genome	
7513-YPL165C	YPL165C	ORF based on ref genome	
7514-YPL166W	YPL166W	ORF based on ref genome	
7515-YPL167C	YPL167C	ORF based on ref genome	
7516-YPL168W	YPL168W	ORF based on ref genome	
7517-YPL169C	YPL169C	ORF based on ref genome	
7518-YPL170W	YPL170W	ORF based on ref genome	
7519-YPL171C	YPL171C	ORF based on ref genome	
7520-YPL172C	YPL172C	ORF based on ref genome	
7521-YPL173W	YPL173W	ORF based on ref genome	
7522-YPL174C	YPL174C	ORF based on ref genome	
7523-YPL175W	YPL175W	ORF based on ref genome	
7524-YPL176C	YPL176C	ORF based on ref genome	
7525-YPL177C	YPL177C	ORF based on ref genome	
7526-YPL178W	YPL178W	ORF based on ref genome	
7527-YPL179W	YPL179W	ORF based on ref genome	
7528-YPL180W	YPL180W	ORF based on ref genome	
7529-YPL181W	YPL181W	ORF based on ref genome	
7530-YPL182C	YPL182C	ORF based on ref genome	
7531-YPL183C	YPL183C	ORF based on ref genome	
7532-YPL183W-A	YPL183W-A	ORF based on ref genome	
7533-YPL184C	YPL184C	ORF based on ref genome	
7534-YPL185W	YPL185W	ORF based on ref genome	
7535-YPL186C	YPL186C	ORF based on ref genome	
7536-YPL187W	YPL187W	ORF based on ref genome	
7537-YPL188W	YPL188W	ORF based on ref genome	
7538-YPL189C-A	YPL189C-A	ORF based on ref genome	
7539-YPL189W	YPL189W	ORF based on ref genome	
7540-YPL190C	YPL190C	ORF based on ref genome	
7541-YPL191C	YPL191C	ORF based on ref genome	
7542-YPL192C	YPL192C	ORF based on ref genome	
7543-YPL193W	YPL193W	ORF based on ref genome	
7544-YPL194W	YPL194W	ORF based on ref genome	
7545-YPL195W	YPL195W	ORF based on ref genome	
7546-YPL196W	YPL196W	ORF based on ref genome	
7547-YPL198W_NumOfGenes_3	YPL198W	ORF based on ref genome	
7548-YPL199C	YPL199C	ORF based on ref genome	
7549-YPL200W	YPL200W	ORF based on ref genome	
7550-YPL201C	YPL201C	ORF based on ref genome	
7551-YPL202C	YPL202C	ORF based on ref genome	
7552-YPL203W	YPL203W	ORF based on ref genome	
7553-YPL204W	YPL204W	ORF based on ref genome	
7554-YPL205C	YPL205C	ORF based on ref genome	
7555-YPL206C	YPL206C	ORF based on ref genome	
7556-YPL207W	YPL207W	ORF based on ref genome	
7557-YPL208W	YPL208W	ORF based on ref genome	
7558-YPL209C	YPL209C	ORF based on ref genome	
7559-YPL210C	YPL210C	ORF based on ref genome	
7560-YPL211W	YPL211W	ORF based on ref genome	
7561-YPL212C	YPL212C	ORF based on ref genome	
7562-YPL213W	YPL213W	ORF based on ref genome	
7563-YPL214C	YPL214C	ORF based on ref genome	
7564-YPL215W	YPL215W	ORF based on ref genome	
7565-YPL216W	YPL216W	ORF based on ref genome	
7566-YPL217C	YPL217C	ORF based on ref genome	
7567-YPL218W	YPL218W	ORF based on ref genome	
7568-YPL219W	YPL219W	ORF based on ref genome	
7569-YPL221W	YPL221W	ORF based on ref genome	
7570-YPL222W_NumOfGenes_2	YPL222W	ORF based on ref genome	
7571-YPL223C	YPL223C	ORF based on ref genome	
7572-YPL224C	YPL224C	ORF based on ref genome	
7573-YPL225W	YPL225W	ORF based on ref genome	
7574-YPL226W	YPL226W	ORF based on ref genome	
7575-YPL227C	YPL227C	ORF based on ref genome	
7576-YPL228W	YPL228W	ORF based on ref genome	
7577-YPL229W	YPL229W	ORF based on ref genome	
7578-YPL230W	YPL230W	ORF based on ref genome	
7579-YPL231W	YPL231W	ORF based on ref genome	
7580-YPL232W	YPL232W	ORF based on ref genome	
7581-YPL233W	YPL233W	ORF based on ref genome	
7582-YPL234C	YPL234C	ORF based on ref genome	
7583-YPL235W	YPL235W	ORF based on ref genome	
7584-YPL236C	YPL236C	ORF based on ref genome	
7585-YPL237W_NumOfGenes_2	YPL237W	ORF based on ref genome	
7586-YPL239W	YPL239W	ORF based on ref genome	
7587-YPL240C	YPL240C	ORF based on ref genome	
7588-YPL241C	YPL241C	ORF based on ref genome	
7589-YPL242C	YPL242C	ORF based on ref genome	
7590-YPL243W	YPL243W	ORF based on ref genome	
7591-YPL244C	YPL244C	ORF based on ref genome	
7592-YPL245W	YPL245W	ORF based on ref genome	
7593-YPL246C	YPL246C	ORF based on ref genome	
7594-YPL247C	YPL247C	ORF based on ref genome	
7595-YPL248C	YPL248C	ORF based on ref genome	
7596-YPL249C	YPL249C	ORF based on ref genome	
7597-YPL249C-A_NumOfGenes_2	YPL249C-A	ORF based on ref genome	
7598-YPL250C	YPL250C	ORF based on ref genome	
7599-YPL252C_NumOfGenes_2	YPL252C	ORF based on ref genome	
7600-YPL253C	YPL253C	ORF based on ref genome	
7601-YPL254W	YPL254W	ORF based on ref genome	
7602-YPL255W	YPL255W	ORF based on ref genome	
7603-YPL256C	YPL256C	ORF based on ref genome	
7604-YPL257W	YPL257W	ORF based on ref genome	
7605-YPL258C	YPL258C	ORF based on ref genome	
7606-YPL259C	YPL259C	ORF based on ref genome	
7607-YPL260W	YPL260W	ORF based on ref genome	
7608-YPL261C	YPL261C	ORF based on ref genome	
7609-YPL262W	YPL262W	ORF based on ref genome	
7610-YPL263C	YPL263C	ORF based on ref genome	
7611-YPL264C	YPL264C	ORF based on ref genome	
7612-YPL265W	YPL265W	ORF based on ref genome	
7613-YPL266W	YPL266W	ORF based on ref genome	
7614-YPL267W	YPL267W	ORF based on ref genome	
7615-YPL268W	YPL268W	ORF based on ref genome	
7616-YPL269W	YPL269W	ORF based on ref genome	
7617-YPL270W	YPL270W	ORF based on ref genome	
7618-YPL271W	YPL271W	ORF based on ref genome	
7619-YPL272C	YPL272C	ORF based on ref genome	
7620-YPL273W_NumOfGenes_2	YPL273W	ORF based on ref genome	
7621-YPL274W	YPL274W	ORF based on ref genome	
7622-YPL279C_NumOfGenes_2	YPL279C	ORF based on ref genome	
7623-YPL280W_NumOfGenes_3	YPL280W	ORF based on ref genome	
7624-YPL281C_NumOfGenes_3	YPL281C	ORF based on ref genome	
7625-YPR001W	YPR001W	ORF based on ref genome	
7626-YPR002W	YPR002W	ORF based on ref genome	
7627-YPR003C	YPR003C	ORF based on ref genome	
7628-YPR004C	YPR004C	ORF based on ref genome	
7629-YPR005C	YPR005C	ORF based on ref genome	
7630-YPR006C	YPR006C	ORF based on ref genome	
7631-YPR007C	YPR007C	ORF based on ref genome	
7632-YPR008W	YPR008W	ORF based on ref genome	
7633-YPR009W	YPR009W	ORF based on ref genome	
7634-YPR010C	YPR010C	ORF based on ref genome	
7635-YPR010C-A	YPR010C-A	ORF based on ref genome	
7636-YPR011C	YPR011C	ORF based on ref genome	
7637-YPR012W	YPR012W	ORF based on ref genome	
7638-YPR013C	YPR013C	ORF based on ref genome	
7639-YPR014C	YPR014C	ORF based on ref genome	
7640-YPR015C	YPR015C	ORF based on ref genome	
7641-YPR016C	YPR016C	ORF based on ref genome	
7642-YPR016W-A	YPR016W-A	ORF based on ref genome	
7643-YPR017C	YPR017C	ORF based on ref genome	
7644-YPR018W	YPR018W	ORF based on ref genome	
7645-YPR019W	YPR019W	ORF based on ref genome	
7646-YPR020W	YPR020W	ORF based on ref genome	
7647-YPR021C	YPR021C	ORF based on ref genome	
7648-YPR022C	YPR022C	ORF based on ref genome	
7649-YPR023C	YPR023C	ORF based on ref genome	
7650-YPR024W	YPR024W	ORF based on ref genome	
7651-YPR025C	YPR025C	ORF based on ref genome	
7652-YPR026W	YPR026W	ORF based on ref genome	
7653-YPR027C	YPR027C	ORF based on ref genome	
7654-YPR028W	YPR028W	ORF based on ref genome	
7655-YPR029C	YPR029C	ORF based on ref genome	
7656-YPR030W	YPR030W	ORF based on ref genome	
7657-YPR031W	YPR031W	ORF based on ref genome	
7658-YPR032W	YPR032W	ORF based on ref genome	
7659-YPR033C	YPR033C	ORF based on ref genome	
7660-YPR034W	YPR034W	ORF based on ref genome	
7661-YPR035W	YPR035W	ORF based on ref genome	
7662-YPR036W	YPR036W	ORF based on ref genome	
7663-YPR036W-A	YPR036W-A	ORF based on ref genome	
7664-YPR037C	YPR037C	ORF based on ref genome	
7665-YPR038W	YPR038W	ORF based on ref genome	
7666-YPR039W	YPR039W	ORF based on ref genome	
7667-YPR040W	YPR040W	ORF based on ref genome	
7668-YPR041W	YPR041W	ORF based on ref genome	
7669-YPR042C	YPR042C	ORF based on ref genome	
7670-YPR043W_NumOfGenes_2	YPR043W	ORF based on ref genome	
7671-YPR045C	YPR045C	ORF based on ref genome	
7672-YPR046W	YPR046W	ORF based on ref genome	
7673-YPR047W	YPR047W	ORF based on ref genome	
7674-YPR048W	YPR048W	ORF based on ref genome	
7675-YPR049C	YPR049C	ORF based on ref genome	
